disk_usage_percent,temperature,read_error_rate,write_error_rate,reallocated_sector_count,pending_sector_count,power_on_hours,label
76,39,41,7,1,157,19330,1
75,27,48,22,122,7,38410,0
68,28,24,4,180,88,1120,0
27,59,24,36,63,4,30623,0
80,65,28,34,115,60,27754,1
84,27,43,10,121,124,30811,1
52,28,28,28,27,180,19560,1
12,40,39,49,59,67,31303,1
80,45,40,36,146,54,26141,1
65,42,38,35,135,45,37875,0
99,26,26,46,167,44,27157,0
98,53,6,37,112,38,7968,0
55,54,39,38,29,144,7981,1
66,44,11,11,139,173,40842,1
61,37,46,36,157,84,7175,1
52,61,44,18,6,176,16067,1
28,25,27,37,135,143,20738,1
42,51,47,41,142,129,47915,1
90,61,49,49,140,147,747,1
99,63,17,16,174,106,25036,1
91,38,0,13,102,8,27016,0
79,31,40,47,24,59,542,1
79,66,11,41,85,45,26128,0
47,60,4,8,110,92,48786,0
58,41,49,8,68,37,4248,0
44,36,46,10,9,117,9565,1
24,56,11,18,3,73,17196,0
35,62,40,29,124,116,4258,1
84,63,32,11,194,159,26018,1
16,48,39,6,74,8,49013,0
40,64,30,27,75,45,49698,0
63,61,36,34,84,92,28870,1
51,39,40,18,19,125,39983,1
18,61,8,36,130,69,4518,0
88,26,44,20,0,136,10906,1
38,54,32,4,50,122,41566,1
31,26,40,31,115,112,5389,1
54,61,27,19,197,85,45460,1
20,57,23,26,66,158,31252,1
71,26,3,5,69,129,48064,1
47,56,10,26,52,12,11904,0
18,57,27,32,145,156,46588,1
17,66,8,15,168,171,27990,1
41,54,41,18,116,80,2940,1
47,65,43,16,92,19,2258,0
94,66,26,38,143,49,8241,0
77,53,12,35,194,52,1490,0
67,39,16,39,151,16,48470,0
84,33,24,34,46,20,35506,0
99,42,2,24,94,176,33433,1
77,27,16,9,164,50,22522,0
15,68,19,46,24,37,16177,0
20,35,33,17,95,124,7838,1
99,27,37,8,160,10,42192,0
42,25,12,33,135,181,49908,1
49,48,1,0,154,40,2184,0
51,50,14,49,64,18,22165,0
10,33,38,41,21,195,27610,1
42,33,6,35,110,117,43832,1
52,42,2,20,123,186,36578,1
41,66,46,30,16,126,6207,1
98,66,13,44,28,22,34264,0
57,44,37,12,42,147,35321,1
20,63,8,10,39,94,15944,0
43,39,39,3,20,15,33390,0
71,55,21,28,177,147,41701,1
49,31,2,16,26,150,31017,1
42,44,22,24,107,36,38614,0
46,33,37,8,17,120,17549,1
44,63,12,15,3,136,27658,1
98,67,6,19,105,169,5894,1
76,66,11,23,90,165,1414,1
21,43,8,27,35,102,38411,1
18,50,17,14,82,127,17222,1
82,48,24,28,54,51,18289,0
97,63,24,24,12,189,45518,1
47,26,46,30,73,186,9791,1
89,69,4,16,124,81,21508,0
34,58,24,11,81,173,42983,1
12,46,31,21,0,127,28062,1
55,25,10,33,183,105,3685,1
88,53,44,40,36,178,41376,1
55,62,29,9,159,149,15512,1
11,40,39,19,4,114,14955,1
79,58,14,18,40,186,8506,1
77,50,26,13,91,149,47438,1
90,57,16,12,83,153,32428,1
21,44,10,7,157,7,26613,0
99,48,41,1,59,56,38672,0
70,38,38,34,96,87,8844,1
80,68,7,6,69,47,39402,0
78,36,29,3,123,140,2967,1
76,36,43,16,119,30,34637,0
12,65,11,34,47,43,16083,0
62,29,41,0,112,110,4707,1
59,48,22,24,118,19,517,0
80,36,24,23,163,176,25433,1
77,27,42,35,136,129,4641,1
72,43,33,24,108,66,5138,1
15,67,16,25,84,111,25780,1
86,26,3,2,24,100,39777,0
75,69,36,13,173,158,1348,1
79,34,23,8,138,10,11151,0
89,32,44,16,95,104,44428,1
77,61,40,9,108,3,12397,0
91,39,43,9,12,53,9915,0
88,41,29,20,77,71,43199,0
33,46,23,25,199,135,14345,1
24,56,7,23,94,128,38167,1
76,55,24,27,101,21,36142,0
62,38,6,33,79,16,44515,0
13,29,38,15,165,171,34184,1
77,25,34,35,4,10,28407,0
28,40,33,2,152,193,7045,1
84,30,3,13,164,185,6470,1
29,54,40,28,36,48,23444,0
21,55,1,44,105,52,1384,0
85,47,21,24,198,165,25632,1
17,28,31,26,140,198,49770,1
41,25,0,42,182,72,6972,0
54,67,38,15,141,44,42611,0
58,57,20,46,38,170,15085,1
74,29,47,4,66,164,44335,1
39,37,36,20,118,3,11195,0
92,36,38,31,155,10,19926,0
41,65,32,45,105,172,29077,1
75,46,39,45,70,98,40018,1
92,48,41,24,93,21,40395,0
56,57,12,45,44,95,46684,1
22,60,3,18,93,0,2660,0
84,57,0,49,16,33,3331,0
28,56,8,25,120,166,22332,1
99,45,36,24,95,48,48876,0
34,34,19,10,130,125,22092,1
74,65,44,49,25,5,24160,0
74,40,43,19,138,174,42747,1
93,46,37,3,69,116,30405,1
35,58,3,47,108,23,28962,0
55,38,29,25,161,108,31734,1
84,32,14,33,68,82,44364,1
53,31,25,6,46,160,21293,1
23,42,38,44,70,153,28497,1
55,61,32,33,1,63,47243,1
60,48,32,26,173,65,45760,1
75,31,33,8,144,127,17459,1
51,60,1,41,74,121,9684,1
63,61,29,27,121,43,11726,0
83,33,8,19,104,71,5714,0
11,43,23,37,28,82,5620,1
58,59,41,42,53,104,18263,1
81,32,30,23,93,171,2575,1
22,66,47,45,77,33,30674,1
95,61,15,26,53,33,539,0
93,37,20,30,147,193,19563,1
73,46,38,48,158,82,29891,1
78,41,21,22,33,88,42137,1
62,27,41,6,117,72,23835,0
42,47,14,23,159,10,8788,0
96,68,36,19,174,141,5585,1
83,64,7,11,83,165,3573,1
12,59,25,17,53,17,14671,0
72,53,23,45,80,108,35956,1
97,38,48,26,122,131,35522,1
87,60,30,19,74,27,30315,0
87,61,12,40,170,176,35619,1
64,58,2,16,75,167,43775,1
47,60,26,35,24,33,29330,0
43,57,3,16,187,58,22999,0
29,66,5,31,196,139,14827,1
75,26,28,17,97,57,29922,0
37,29,38,27,18,108,31743,1
19,27,9,19,116,86,9486,0
25,43,0,9,190,139,18626,1
25,26,37,35,180,50,34378,1
89,47,26,2,65,45,7499,0
53,28,48,13,117,43,40846,0
40,56,32,23,104,121,14679,1
53,40,29,37,176,161,45475,1
70,69,25,46,92,109,20446,1
32,44,10,17,70,15,2172,0
15,51,10,24,196,22,31927,0
88,34,11,2,114,85,3490,0
78,56,16,25,120,182,34488,1
77,69,26,3,61,10,3243,0
42,28,29,4,57,74,37312,0
18,38,39,37,93,38,24447,0
48,31,26,10,23,47,35420,0
47,63,41,20,170,186,20530,1
39,39,2,30,137,50,19582,0
67,35,40,21,175,93,44621,1
24,31,6,37,52,114,49052,1
81,50,6,47,196,61,36429,0
79,31,47,47,141,56,33294,1
86,56,35,3,67,109,6837,1
47,39,42,0,188,13,11904,0
56,36,22,6,119,138,2967,1
79,48,32,9,90,53,17566,0
59,27,24,15,65,41,13218,0
56,30,35,19,33,132,8874,1
31,26,40,0,106,32,46299,0
55,69,34,7,75,5,35820,0
98,69,7,10,23,131,8629,1
24,37,1,33,117,73,39733,0
61,52,45,35,22,198,49589,1
87,48,32,39,112,48,32023,0
94,69,20,19,96,121,28344,1
35,57,11,5,89,84,2982,0
60,36,8,35,24,65,24272,0
34,45,14,23,167,191,24286,1
66,48,9,43,160,46,8928,0
55,48,15,36,162,148,33486,1
97,51,33,11,175,195,13930,1
56,55,48,1,196,103,26748,1
88,44,25,18,122,193,42341,1
60,29,33,13,42,138,38998,1
66,62,7,39,15,30,46185,0
13,68,25,8,41,61,22370,0
12,29,43,37,67,106,45607,1
42,44,27,24,62,166,25827,1
22,43,29,8,9,6,38077,0
84,53,38,39,31,40,6058,0
49,46,43,7,9,31,25527,0
94,55,40,34,165,195,8456,1
29,34,3,7,122,83,14662,0
62,32,22,1,143,132,41421,1
47,29,3,5,116,195,39315,1
47,35,16,10,134,192,15396,1
26,35,3,3,165,185,20406,1
90,46,49,24,24,92,31747,1
41,28,31,3,106,24,40766,0
30,65,44,40,190,66,39687,1
24,46,48,40,63,57,14274,1
76,59,43,12,86,127,10866,1
80,56,48,5,64,32,27753,0
18,63,25,17,6,151,6174,1
64,42,34,37,198,45,48922,0
91,46,10,23,102,177,16596,1
36,63,29,11,59,85,5592,1
54,32,21,48,191,20,19785,0
32,51,34,19,20,172,30452,1
51,44,39,44,156,41,45485,1
37,59,31,1,85,128,39085,1
11,42,3,11,121,73,40169,0
45,49,44,14,123,0,13646,0
81,36,40,9,87,49,41869,0
20,66,39,45,49,56,11882,1
25,40,23,43,181,80,7251,1
55,32,3,35,76,75,46802,0
32,31,37,31,95,47,9362,0
66,57,6,22,151,98,25776,1
83,41,0,7,102,30,42886,0
32,48,18,28,92,140,30359,1
16,53,34,8,170,66,8020,0
22,45,12,0,98,18,48915,0
59,48,33,31,107,79,38858,1
57,64,4,18,196,153,30660,1
91,44,45,5,144,48,42542,0
34,31,44,6,42,159,8093,1
18,28,37,30,22,189,33503,1
21,51,8,22,17,195,37598,1
56,59,2,48,3,111,34905,1
32,35,11,48,32,145,39773,1
54,34,34,1,195,18,45249,0
62,51,28,41,121,75,33655,1
19,32,2,35,71,75,6671,0
52,30,5,19,67,97,25430,1
48,35,36,34,158,23,2688,0
34,32,23,1,56,163,19619,1
24,66,33,25,22,104,39338,1
71,27,0,45,188,95,15147,1
28,46,1,20,104,126,14307,1
24,59,30,33,24,127,31822,1
98,66,7,16,60,186,1323,1
31,51,10,0,146,13,30394,0
25,38,18,9,13,85,5107,0
32,31,41,18,199,116,32051,1
62,60,25,38,58,67,32577,1
75,25,33,49,96,160,805,1
62,48,23,20,111,40,28012,0
13,26,24,19,58,84,23281,1
39,39,4,8,21,148,36172,1
37,43,37,45,119,142,11051,1
64,38,30,15,146,189,44712,1
99,38,19,6,89,15,10416,0
22,54,3,9,32,116,25525,1
75,53,25,2,174,99,24733,1
65,40,48,32,84,120,49950,1
71,30,11,18,199,83,31419,0
57,48,21,34,87,128,27081,1
44,42,26,1,66,1,39442,0
76,44,19,13,170,141,7670,1
38,60,3,46,89,173,5818,1
50,65,46,3,42,118,5610,1
77,43,48,41,188,15,29868,0
29,36,22,12,58,87,10324,1
92,29,8,4,183,127,17255,1
16,26,37,35,49,179,1594,1
39,39,36,33,59,42,8543,0
18,28,39,4,144,48,18818,0
47,50,41,21,38,41,16841,0
39,69,18,4,10,86,36224,0
32,51,18,13,106,101,865,1
97,46,2,10,114,63,4370,0
69,25,7,4,166,56,43059,0
81,36,39,22,197,34,29425,0
85,49,10,37,55,190,36304,1
38,46,30,48,145,191,33743,1
69,48,48,32,171,15,10520,0
89,58,47,0,186,16,483,0
66,60,23,17,25,58,39866,0
86,36,45,19,71,169,2688,1
51,56,27,6,138,177,42466,1
39,47,49,25,0,71,49032,1
38,65,28,14,6,179,28518,1
55,64,21,14,183,43,36613,0
13,39,31,20,177,47,43900,0
28,51,33,11,154,27,18177,0
29,44,10,30,62,161,11315,1
92,36,3,26,36,169,12155,1
79,28,30,15,45,137,5315,1
55,40,24,49,26,125,30289,1
87,36,14,0,192,74,2867,0
64,68,27,3,3,183,43889,1
38,28,7,16,26,10,11893,0
46,57,6,1,129,87,48228,0
53,38,29,35,96,56,16682,0
29,48,31,45,25,15,14613,0
28,63,24,44,4,71,33870,1
56,37,43,24,199,100,14079,1
22,55,35,39,76,133,33346,1
40,26,30,44,104,194,17219,1
37,60,25,35,0,111,42146,1
89,64,12,7,111,57,32994,0
85,58,34,17,19,31,13224,0
91,41,5,13,178,160,409,1
22,43,16,2,54,24,12540,0
97,31,43,38,19,107,4830,1
79,52,45,0,62,119,6757,1
86,58,33,22,190,125,38178,1
58,52,25,8,91,112,46469,1
32,65,48,45,196,62,16321,1
23,25,46,28,5,95,47193,1
73,50,34,38,45,192,17079,1
45,52,2,14,83,195,18056,1
42,68,0,5,174,35,8763,0
96,36,23,23,43,191,21383,1
39,28,16,29,35,67,45603,0
25,25,20,12,58,122,21746,1
40,35,16,14,109,3,124,0
23,34,11,8,67,68,43055,0
84,36,13,33,145,88,46533,1
17,31,8,24,159,193,4262,1
88,61,28,30,85,18,7375,0
78,28,16,43,88,173,8966,1
63,69,10,28,20,49,41250,0
47,66,10,31,168,152,9296,1
88,69,8,7,71,92,27886,0
82,25,26,13,26,90,24302,1
89,37,17,45,12,197,49869,1
22,46,25,19,174,72,16493,0
34,60,40,1,54,12,41856,0
70,38,10,7,107,124,13945,1
39,38,44,24,99,110,1422,1
13,66,43,32,36,182,10597,1
11,43,12,45,56,160,40601,1
64,34,7,19,68,37,15338,0
50,30,37,27,188,94,41119,1
72,47,10,18,147,9,24412,0
16,40,29,49,29,115,13704,1
25,48,4,39,10,140,49521,1
10,68,0,39,47,45,2643,0
44,62,23,37,160,34,30260,0
31,29,7,49,55,41,20709,0
47,64,5,7,147,2,45672,0
49,58,2,23,120,196,26361,1
46,53,37,26,22,93,20333,1
44,64,3,49,163,159,2888,1
75,51,22,22,13,11,21377,0
94,40,30,16,74,74,17914,0
47,51,11,10,138,45,26469,0
50,55,12,12,154,29,27562,0
40,52,28,3,74,42,13088,0
94,57,8,23,183,15,30694,0
68,66,6,10,146,70,18832,0
67,40,6,14,151,185,5265,1
96,32,45,26,83,34,3852,0
21,27,1,35,28,149,44744,1
30,53,40,48,1,43,6518,1
86,65,28,7,69,172,17601,1
34,69,37,20,94,23,7690,0
72,40,12,11,142,8,29191,0
54,56,21,13,116,170,16717,1
73,64,2,14,33,75,43862,0
89,32,21,48,129,36,41133,0
51,63,3,0,18,60,34293,0
47,69,1,3,170,58,6787,0
21,31,46,24,77,75,29783,1
62,56,4,36,135,87,47889,1
33,39,21,3,115,138,26831,1
31,56,32,38,103,92,28405,1
37,53,39,23,30,60,26055,1
17,50,4,37,98,57,28912,0
28,38,8,32,162,141,45500,1
15,62,35,3,50,163,48297,1
47,55,39,21,37,166,48148,1
49,49,13,28,180,75,14836,0
93,32,9,38,128,130,32770,1
19,52,3,13,199,177,8408,1
52,68,33,37,116,140,38434,1
26,50,6,6,115,10,48972,0
27,42,43,29,192,105,18947,1
30,48,18,49,103,140,48272,1
41,56,40,31,158,146,35789,1
65,62,23,37,131,168,19342,1
70,41,25,28,86,79,8961,1
75,40,15,14,177,157,14898,1
69,36,44,37,198,55,44736,1
50,33,17,31,184,166,28869,1
15,54,33,47,124,98,30401,1
82,39,23,47,36,183,6356,1
77,29,10,13,86,84,49778,0
68,35,5,26,77,44,37875,0
93,26,27,6,39,198,16627,1
12,47,5,8,50,191,26836,1
33,50,6,36,123,199,20708,1
78,44,26,37,130,182,2091,1
64,34,11,3,150,191,44612,1
69,62,33,44,196,170,25004,1
90,63,20,36,23,187,33733,1
70,33,40,19,75,57,460,0
44,62,13,37,5,192,11086,1
12,40,42,31,161,188,18721,1
44,66,4,35,132,197,19016,1
97,44,9,37,10,15,39172,0
90,31,6,9,131,193,7220,1
75,59,30,34,185,157,21898,1
38,31,6,48,74,125,22914,1
54,35,38,20,128,60,39997,0
46,48,41,34,124,27,25435,0
48,27,34,12,159,36,17060,0
12,49,18,42,59,155,2563,1
99,25,32,22,70,191,29092,1
62,37,24,18,170,172,12594,1
51,60,15,21,54,38,20825,0
25,45,48,35,127,157,49870,1
50,50,10,22,79,33,36522,0
11,33,42,21,47,172,29885,1
87,57,20,24,67,189,33516,1
59,47,17,20,116,174,9301,1
99,54,37,23,124,141,15891,1
53,50,14,39,46,169,200,1
61,59,47,40,188,80,18000,1
88,62,34,10,148,152,19333,1
26,26,13,29,141,99,11814,1
54,67,26,11,191,40,41950,0
64,49,7,6,153,198,4129,1
85,44,29,1,71,155,41211,1
96,64,8,31,63,109,41055,1
55,43,24,30,68,102,38253,1
20,25,25,46,111,99,32418,1
61,31,30,14,40,113,45871,1
30,47,9,1,40,196,1966,1
62,61,3,22,73,187,43294,1
47,56,35,27,74,36,24076,0
73,44,31,21,150,20,30683,0
68,68,10,13,129,41,2669,0
64,38,4,49,30,189,30731,1
79,57,43,22,168,149,29341,1
62,58,41,10,84,194,10923,1
90,33,7,35,69,116,3449,1
95,40,19,7,182,192,49189,1
93,67,26,3,37,139,25792,1
57,28,4,33,135,23,5809,0
15,27,18,49,88,160,46270,1
26,69,17,29,177,61,4316,0
99,52,45,18,60,18,40512,0
56,61,12,23,90,88,11552,1
13,31,13,24,118,111,22633,1
70,67,14,36,14,112,24735,1
85,48,49,23,92,51,3157,1
24,36,45,10,134,166,41753,1
29,51,21,19,186,27,47915,0
62,54,1,18,63,174,18165,1
24,48,34,43,11,189,27312,1
46,46,29,19,156,88,3473,1
97,61,38,8,143,72,40636,0
46,69,19,21,92,34,21380,0
24,30,20,35,9,165,10600,1
19,46,43,0,80,101,7119,1
73,29,32,28,91,77,28989,1
85,57,18,31,97,188,48629,1
35,39,32,44,12,91,29241,1
68,65,45,13,151,65,42078,1
43,61,31,17,170,11,48777,0
85,62,8,44,53,138,6736,1
43,69,21,43,58,93,17938,1
96,38,2,36,125,73,47769,0
41,46,5,13,167,61,31890,0
61,43,28,28,80,81,14497,1
65,30,37,23,149,11,43440,0
51,65,2,45,100,58,14186,0
89,29,11,7,132,193,31202,1
11,45,13,5,72,76,5525,0
29,67,2,9,123,68,16633,0
80,50,13,2,130,104,34265,0
36,28,16,26,72,118,6250,1
50,50,19,16,144,76,49353,0
61,65,26,16,36,111,29624,1
31,59,41,12,45,135,8164,1
17,41,19,28,34,177,8652,1
72,27,24,6,192,154,424,1
75,40,25,28,15,58,43479,0
94,42,27,22,196,105,25033,1
14,35,0,15,72,122,39042,1
71,66,16,26,148,121,12449,1
41,27,4,45,146,68,45759,0
85,45,15,33,74,60,49386,0
47,38,4,49,81,77,19131,1
24,69,27,12,81,128,4927,1
90,40,23,11,123,89,49757,1
30,67,48,41,47,99,23759,1
27,29,27,16,195,179,5615,1
97,68,37,5,41,179,16285,1
77,51,30,43,111,82,4374,1
60,61,45,32,4,82,21904,1
21,49,30,36,108,6,935,0
41,31,17,15,141,149,9212,1
11,65,42,6,25,7,30382,0
52,44,25,29,32,58,15547,0
27,26,21,33,62,26,47280,0
38,53,37,38,46,95,448,1
76,29,25,40,169,115,14352,1
13,49,15,46,21,144,12459,1
62,39,3,41,154,102,13933,1
42,57,24,49,77,37,27197,0
16,67,8,39,27,0,19289,0
13,52,23,28,107,75,12800,1
98,57,19,35,59,9,30467,0
44,27,46,30,170,111,39109,1
25,29,24,8,152,145,4550,1
24,28,7,24,86,111,8097,1
51,55,41,42,148,174,22149,1
25,59,18,49,13,31,34995,0
32,35,43,9,61,137,26391,1
32,68,18,47,193,55,7622,0
75,37,48,48,165,94,12618,1
77,46,15,34,33,110,28464,1
47,68,19,3,122,167,21517,1
56,63,33,22,112,174,12256,1
73,62,41,15,112,144,39509,1
38,66,17,46,18,74,2545,1
94,61,25,15,186,107,48886,1
15,63,43,7,51,129,3666,1
16,46,44,9,110,104,36070,1
80,64,18,6,171,28,17570,0
48,25,13,9,7,112,35573,1
27,31,21,36,24,153,29599,1
82,29,20,20,62,76,43239,0
13,27,31,6,54,112,26440,1
50,51,20,18,21,174,13908,1
12,58,47,13,71,76,7852,1
98,65,44,47,27,138,16684,1
78,51,25,35,106,13,37886,0
19,28,11,18,88,166,39705,1
70,63,44,7,151,83,15873,1
52,49,0,35,188,194,8606,1
56,40,49,27,174,170,39520,1
25,28,48,3,82,1,26923,0
37,31,43,45,69,70,11836,1
50,29,6,25,124,6,16546,0
92,54,10,31,125,49,38001,0
21,51,13,39,37,70,14365,1
92,48,7,19,169,188,3033,1
30,37,29,15,27,13,14666,0
52,55,20,23,16,77,14476,0
42,51,27,36,28,147,32346,1
31,43,26,21,163,107,3469,1
55,46,38,31,188,74,42876,1
37,42,16,14,3,164,27434,1
16,36,26,49,74,51,14414,1
66,28,40,41,9,181,12230,1
26,54,28,4,42,184,25582,1
82,48,40,32,160,62,36701,1
28,25,9,24,146,148,1037,1
90,50,16,21,198,47,44362,0
38,46,27,6,56,119,18660,1
83,35,12,26,80,163,37822,1
83,69,5,44,110,178,355,1
68,52,4,26,167,104,4264,1
69,62,0,21,121,123,39620,1
52,49,30,19,172,127,5338,1
14,44,41,42,184,159,3998,1
23,50,24,36,110,0,49563,0
79,33,30,19,170,18,2945,0
15,66,28,35,137,114,36177,1
13,44,31,17,81,16,27736,0
31,62,32,8,145,184,39422,1
67,53,7,23,31,48,48785,0
66,54,24,12,3,25,37214,0
47,27,12,19,7,78,27761,0
31,43,27,22,105,167,32308,1
97,37,25,7,72,174,14892,1
52,36,7,28,164,10,37807,0
94,38,42,33,178,190,20738,1
81,69,12,22,76,166,31909,1
72,64,32,44,132,54,12717,1
73,34,15,0,43,185,27644,1
53,31,30,38,33,159,47418,1
43,33,24,45,137,132,41737,1
70,48,41,1,195,8,24497,0
30,69,11,40,60,52,21998,0
52,67,2,37,106,182,42010,1
33,61,36,16,94,182,1032,1
56,50,3,19,180,78,22820,0
25,43,14,0,132,89,23269,0
36,54,1,38,186,16,17122,0
85,58,4,12,134,199,9684,1
83,26,42,38,193,181,42289,1
89,38,16,8,85,102,11936,1
50,64,23,31,82,139,17077,1
12,32,29,40,125,143,35740,1
44,43,45,6,48,189,45963,1
65,53,9,41,2,6,21031,0
47,66,25,48,68,95,11200,1
51,30,48,33,22,19,41370,0
89,52,39,11,123,192,13804,1
25,34,27,7,43,86,5336,0
82,51,37,27,65,31,19008,0
24,42,12,36,182,131,36426,1
13,41,46,36,102,80,5269,1
67,46,2,18,36,111,7610,1
96,55,12,17,120,197,43137,1
25,31,17,35,31,133,18269,1
28,34,16,36,76,15,31518,0
20,49,47,30,194,91,7569,1
99,57,48,5,196,96,18576,1
93,61,27,34,33,110,27814,1
48,32,40,1,145,111,34097,1
55,59,48,7,127,187,27141,1
22,34,28,10,114,168,22837,1
99,67,0,47,37,73,34118,0
30,64,31,49,27,25,11096,0
23,25,38,26,91,51,8367,0
43,47,35,8,72,157,23699,1
64,34,19,29,188,54,4299,0
11,26,35,40,42,70,14272,1
11,57,3,11,144,126,26491,1
81,64,17,31,38,134,31424,1
84,60,35,2,197,185,5052,1
17,51,2,45,11,95,3280,1
67,32,22,30,27,164,5300,1
17,26,2,3,152,186,28005,1
62,35,0,17,126,23,14048,0
33,35,14,22,1,1,40217,0
42,53,23,3,94,3,4130,0
53,59,10,44,125,130,38781,1
46,28,5,20,122,58,47335,0
29,28,27,31,194,36,35337,0
86,66,41,5,29,109,3652,1
23,48,27,39,29,117,19497,1
73,58,49,13,145,195,13395,1
95,41,41,10,104,5,9445,0
74,56,12,49,48,4,5701,0
12,47,26,42,7,71,39503,1
66,60,3,19,175,145,19862,1
91,41,40,6,72,12,45553,0
76,31,39,41,61,1,4240,0
86,55,44,2,149,142,28390,1
23,51,44,36,49,54,2291,1
51,49,44,26,16,37,34051,0
38,56,16,4,151,147,44554,1
45,25,12,8,102,56,18148,0
98,48,41,21,76,183,40909,1
53,34,25,47,134,24,24103,0
80,44,32,3,163,121,28414,1
54,55,23,48,137,152,26840,1
87,35,31,35,132,95,29541,1
63,55,10,27,76,85,15569,1
91,41,30,8,122,67,18155,0
33,44,10,30,0,55,5133,0
86,55,40,28,55,121,18179,1
70,27,12,22,76,63,48456,0
14,66,9,7,70,63,47156,0
44,69,1,25,170,149,43156,1
98,65,19,15,197,183,18132,1
94,46,31,11,131,172,21122,1
22,66,1,4,149,152,48904,1
36,32,5,5,37,187,15070,1
59,50,37,26,199,74,7314,1
27,54,45,35,159,132,9685,1
63,25,30,8,63,25,38133,0
58,65,29,18,54,174,15871,1
34,46,37,31,198,24,20847,0
24,30,30,9,186,155,4419,1
91,38,49,12,122,74,30415,1
32,28,23,45,78,47,20995,0
93,66,35,22,60,44,8847,0
51,68,7,25,82,60,38217,0
50,53,39,24,44,91,43408,1
98,64,35,30,173,124,11893,1
12,42,12,12,18,156,17911,1
11,67,22,35,81,160,49016,1
97,40,29,18,95,119,25201,1
14,31,1,41,154,194,8487,1
90,32,39,3,184,18,15088,0
12,55,9,26,173,181,5930,1
75,49,12,34,113,164,22708,1
37,26,44,32,26,161,32291,1
12,46,0,18,18,187,41553,1
63,37,24,36,148,1,25154,0
83,68,43,18,64,7,27322,0
96,68,41,17,46,70,26976,1
24,49,23,16,131,114,49667,1
77,58,7,1,52,87,37342,0
48,37,30,38,35,63,45938,1
28,68,6,45,44,158,20325,1
51,59,41,16,101,103,42710,1
89,59,33,42,8,138,4310,1
24,67,6,32,110,28,43974,0
21,58,43,8,110,47,36542,0
75,28,11,37,146,145,46849,1
47,55,23,35,132,142,20519,1
55,58,33,33,96,103,1344,1
79,30,30,46,96,115,872,1
61,31,24,37,28,182,10967,1
25,46,0,13,6,149,30023,1
91,52,39,39,110,86,9177,1
84,59,31,1,78,54,6264,0
94,46,27,20,116,24,26995,0
80,64,2,34,155,25,49994,0
64,46,6,40,100,84,20385,1
37,53,14,22,94,194,37820,1
68,68,44,26,151,105,42602,1
28,32,20,45,180,98,26651,1
37,58,22,33,123,23,14996,0
91,26,5,5,176,36,23130,0
46,39,43,3,14,3,32507,0
36,25,43,14,162,154,24442,1
83,41,0,20,17,97,21967,0
95,47,33,26,168,166,33203,1
16,28,4,14,92,14,20477,0
91,62,35,1,92,15,10206,0
21,45,23,18,63,198,6498,1
41,39,29,7,61,81,8755,0
54,63,5,33,182,144,16469,1
48,37,39,32,9,107,19992,1
45,56,43,21,105,84,44623,1
75,58,49,17,180,14,8347,0
75,27,24,45,108,23,48304,0
69,68,8,49,179,131,49059,1
38,44,26,42,179,25,28065,0
45,58,14,21,12,3,19468,0
27,28,25,12,36,133,34782,1
92,33,13,15,47,28,19144,0
83,49,31,24,99,42,18058,0
18,47,0,28,84,189,40957,1
72,38,20,44,130,64,26260,1
77,52,16,41,94,178,26098,1
90,45,2,49,75,140,30434,1
61,28,5,20,116,15,11575,0
11,53,14,17,13,162,25310,1
74,63,29,30,11,189,531,1
26,60,8,21,85,179,45378,1
89,40,39,25,67,40,28942,0
72,28,20,31,80,104,14970,1
14,46,21,4,100,29,5901,0
45,51,45,42,81,62,34465,1
52,62,14,24,131,163,7084,1
48,34,20,45,134,104,48093,1
51,26,26,39,176,39,19685,0
65,43,34,18,3,129,49986,1
36,61,4,22,67,135,20805,1
18,31,47,22,58,34,25204,0
35,34,4,13,82,175,35106,1
43,61,19,34,129,31,45985,0
66,35,33,25,20,27,25827,0
70,56,22,14,120,175,2055,1
88,25,13,39,48,31,21900,0
65,61,44,25,190,59,665,1
96,31,40,24,107,175,23530,1
28,35,49,32,85,105,38190,1
42,57,19,0,180,176,37488,1
20,41,19,5,146,58,5969,0
44,39,8,31,187,149,37234,1
22,51,17,11,71,178,49401,1
91,54,21,37,90,87,8815,1
55,55,32,33,115,109,17329,1
66,54,38,25,121,64,31519,1
82,29,41,12,110,67,44353,0
42,51,20,49,170,83,10908,1
15,49,38,41,149,27,10909,0
15,40,22,45,12,166,17877,1
29,59,46,20,34,108,48138,1
75,33,3,9,138,18,7018,0
31,36,16,18,127,149,35365,1
32,63,24,31,156,146,3643,1
31,47,28,37,121,39,14550,0
53,48,4,44,190,105,9335,1
29,64,32,36,94,71,7991,1
86,54,28,43,161,93,34064,1
24,62,7,33,82,86,20382,1
97,63,40,16,82,121,16108,1
23,35,34,43,9,25,38825,0
45,34,0,28,16,181,38036,1
90,69,8,26,104,13,10679,0
17,57,7,8,32,42,30015,0
81,25,31,24,10,135,47632,1
76,54,15,8,74,93,2211,0
15,67,38,17,24,4,21252,0
13,33,5,8,125,170,28079,1
54,34,43,26,81,175,16144,1
64,46,30,30,100,104,46016,1
30,26,30,9,85,158,18591,1
39,61,16,41,181,30,15715,0
87,26,48,33,33,55,47897,1
35,52,21,28,180,154,37897,1
78,56,2,1,163,157,6240,1
83,38,17,23,85,110,26163,1
98,37,44,34,49,180,19310,1
18,42,40,34,53,84,41761,1
24,49,9,40,102,123,8282,1
